obs,icdcode,icdlabel,cc,addcc
4671,M08271,"Juvenile rheumatoid arthritis with systemic onset, right ankle and foot",56,
4672,M08272,"Juvenile rheumatoid arthritis with systemic onset, left ankle and foot",56,
4673,M08279,"Juvenile rheumatoid arthritis with systemic onset, unspecified ankle and foot",56,
4674,M0828,"Juvenile rheumatoid arthritis with systemic onset, vertebrae",56,
4675,M0829,"Juvenile rheumatoid arthritis with systemic onset, multiple sites",56,
4676,M083,Juvenile rheumatoid polyarthritis (seronegative),56,
4677,M0840,"Pauciarticular juvenile rheumatoid arthritis, unspecified site",56,
4678,M08411,"Pauciarticular juvenile rheumatoid arthritis, right shoulder",56,
4679,M08412,"Pauciarticular juvenile rheumatoid arthritis, left shoulder",56,
4680,M08419,"Pauciarticular juvenile rheumatoid arthritis, unspecified shoulder",56,
4681,M08421,"Pauciarticular juvenile rheumatoid arthritis, right elbow",56,
4682,M08422,"Pauciarticular juvenile rheumatoid arthritis, left elbow",56,
4683,M08429,"Pauciarticular juvenile rheumatoid arthritis, unspecified elbow",56,
4684,M08431,"Pauciarticular juvenile rheumatoid arthritis, right wrist",56,
4685,M08432,"Pauciarticular juvenile rheumatoid arthritis, left wrist",56,
4686,M08439,"Pauciarticular juvenile rheumatoid arthritis, unspecified wrist",56,
4687,M08441,"Pauciarticular juvenile rheumatoid arthritis, right hand",56,
4688,M08442,"Pauciarticular juvenile rheumatoid arthritis, left hand",56,
4689,M08449,"Pauciarticular juvenile rheumatoid arthritis, unspecified hand",56,
4690,M08451,"Pauciarticular juvenile rheumatoid arthritis, right hip",56,
4691,M08452,"Pauciarticular juvenile rheumatoid arthritis, left hip",56,
4692,M08459,"Pauciarticular juvenile rheumatoid arthritis, unspecified hip",56,
4693,M08461,"Pauciarticular juvenile rheumatoid arthritis, right knee",56,
4694,M08462,"Pauciarticular juvenile rheumatoid arthritis, left knee",56,
4695,M08469,"Pauciarticular juvenile rheumatoid arthritis, unspecified knee",56,
4696,M08471,"Pauciarticular juvenile rheumatoid arthritis, right ankle and foot",56,
4697,M08472,"Pauciarticular juvenile rheumatoid arthritis, left ankle and foot",56,
4698,M08479,"Pauciarticular juvenile rheumatoid arthritis, unspecified ankle and foot",56,
4699,M0848,"Pauciarticular juvenile rheumatoid arthritis, vertebrae",56,
4700,M0880,"Other juvenile arthritis, unspecified site",56,
4701,M08811,"Other juvenile arthritis, right shoulder",56,
4702,M08812,"Other juvenile arthritis, left shoulder",56,
4703,M08819,"Other juvenile arthritis, unspecified shoulder",56,
4704,M08821,"Other juvenile arthritis, right elbow",56,
4705,M08822,"Other juvenile arthritis, left elbow",56,
4706,M08829,"Other juvenile arthritis, unspecified elbow",56,
4707,M08831,"Other juvenile arthritis, right wrist",56,
4708,M08832,"Other juvenile arthritis, left wrist",56,
4709,M08839,"Other juvenile arthritis, unspecified wrist",56,
4710,M08841,"Other juvenile arthritis, right hand",56,
4711,M08842,"Other juvenile arthritis, left hand",56,
4712,M08849,"Other juvenile arthritis, unspecified hand",56,
4713,M08851,"Other juvenile arthritis, right hip",56,
4714,M08852,"Other juvenile arthritis, left hip",56,
4715,M08859,"Other juvenile arthritis, unspecified hip",56,
4716,M08861,"Other juvenile arthritis, right knee",56,
4717,M08862,"Other juvenile arthritis, left knee",56,
4718,M08869,"Other juvenile arthritis, unspecified knee",56,
4719,M08871,"Other juvenile arthritis, right ankle and foot",56,
4720,M08872,"Other juvenile arthritis, left ankle and foot",56,
4721,M08879,"Other juvenile arthritis, unspecified ankle and foot",56,
4722,M0888,"Other juvenile arthritis, other specified site",56,
4723,M0889,"Other juvenile arthritis, multiple sites",56,
4724,M0890,"Juvenile arthritis, unspecified, unspecified site",56,
4725,M08911,"Juvenile arthritis, unspecified, right shoulder",56,
4726,M08912,"Juvenile arthritis, unspecified, left shoulder",56,
4727,M08919,"Juvenile arthritis, unspecified, unspecified shoulder",56,
4728,M08921,"Juvenile arthritis, unspecified, right elbow",56,
4729,M08922,"Juvenile arthritis, unspecified, left elbow",56,
4730,M08929,"Juvenile arthritis, unspecified, unspecified elbow",56,
4731,M08931,"Juvenile arthritis, unspecified, right wrist",56,
4732,M08932,"Juvenile arthritis, unspecified, left wrist",56,
4733,M08939,"Juvenile arthritis, unspecified, unspecified wrist",56,
4734,M08941,"Juvenile arthritis, unspecified, right hand",56,
4735,M08942,"Juvenile arthritis, unspecified, left hand",56,
4736,M08949,"Juvenile arthritis, unspecified, unspecified hand",56,
4737,M08951,"Juvenile arthritis, unspecified, right hip",56,
4738,M08952,"Juvenile arthritis, unspecified, left hip",56,
4739,M08959,"Juvenile arthritis, unspecified, unspecified hip",56,
4740,M08961,"Juvenile arthritis, unspecified, right knee",56,
4741,M08962,"Juvenile arthritis, unspecified, left knee",56,
4742,M08969,"Juvenile arthritis, unspecified, unspecified knee",56,
4743,M08971,"Juvenile arthritis, unspecified, right ankle and foot",56,
4744,M08972,"Juvenile arthritis, unspecified, left ankle and foot",56,
4745,M08979,"Juvenile arthritis, unspecified, unspecified ankle and foot",56,
4746,M0898,"Juvenile arthritis, unspecified, vertebrae",56,
4747,M0899,"Juvenile arthritis, unspecified, multiple sites",56,
4748,M1200,"Chronic postrheumatic arthropathy [Jaccoud], unspecified site",57,
4749,M12011,"Chronic postrheumatic arthropathy [Jaccoud], right shoulder",57,
4750,M12012,"Chronic postrheumatic arthropathy [Jaccoud], left shoulder",57,
4751,M12019,"Chronic postrheumatic arthropathy [Jaccoud], unspecified shoulder",57,
4752,M12021,"Chronic postrheumatic arthropathy [Jaccoud], right elbow",57,
4753,M12022,"Chronic postrheumatic arthropathy [Jaccoud], left elbow",57,
4754,M12029,"Chronic postrheumatic arthropathy [Jaccoud], unspecified elbow",57,
4755,M12031,"Chronic postrheumatic arthropathy [Jaccoud], right wrist",57,
4756,M12032,"Chronic postrheumatic arthropathy [Jaccoud], left wrist",57,
4757,M12039,"Chronic postrheumatic arthropathy [Jaccoud], unspecified wrist",57,
4758,M12041,"Chronic postrheumatic arthropathy [Jaccoud], right hand",57,
4759,M12042,"Chronic postrheumatic arthropathy [Jaccoud], left hand",57,
4760,M12049,"Chronic postrheumatic arthropathy [Jaccoud], unspecified hand",57,
4761,M12051,"Chronic postrheumatic arthropathy [Jaccoud], right hip",57,
4762,M12052,"Chronic postrheumatic arthropathy [Jaccoud], left hip",57,
4763,M12059,"Chronic postrheumatic arthropathy [Jaccoud], unspecified hip",57,
4764,M12061,"Chronic postrheumatic arthropathy [Jaccoud], right knee",57,
4765,M12062,"Chronic postrheumatic arthropathy [Jaccoud], left knee",57,
4766,M12069,"Chronic postrheumatic arthropathy [Jaccoud], unspecified knee",57,
4767,M12071,"Chronic postrheumatic arthropathy [Jaccoud], right ankle and foot",57,
4768,M12072,"Chronic postrheumatic arthropathy [Jaccoud], left ankle and foot",57,
4769,M12079,"Chronic postrheumatic arthropathy [Jaccoud], unspecified ankle and foot",57,
4770,M1208,"Chronic postrheumatic arthropathy [Jaccoud], other specified site",57,
4771,M1209,"Chronic postrheumatic arthropathy [Jaccoud], multiple sites",57,
4772,M300,Polyarteritis nodosa,56,
4773,M301,Polyarteritis with lung involvement [Churg-Strauss],56,
4774,M302,Juvenile polyarteritis,56,
4775,M303,Mucocutaneous lymph node syndrome [Kawasaki],56,
4776,M308,Other conditions related to polyarteritis nodosa,56,
4777,M310,Hypersensitivity angiitis,56,
4778,M311,Thrombotic microangiopathy,56,
4779,M312,Lethal midline granuloma,56,
4780,M3130,Wegener's granulomatosis without renal involvement,56,
4781,M3131,Wegener's granulomatosis with renal involvement,56,
4782,M314,Aortic arch syndrome [Takayasu],56,
4783,M315,Giant cell arteritis with polymyalgia rheumatica,57,
4784,M316,Other giant cell arteritis,57,
4785,M317,Microscopic polyangiitis,56,
4786,M320,Drug-induced systemic lupus erythematosus,57,
4787,M3210,"Systemic lupus erythematosus, organ or system involvement unspecified",57,
4788,M3211,Endocarditis in systemic lupus erythematosus,57,
4789,M3212,Pericarditis in systemic lupus erythematosus,57,135
4790,M3213,Lung involvement in systemic lupus erythematosus,57,162
4791,M3214,Glomerular disease in systemic lupus erythematosus,57,
4792,M3215,Tubulo-interstitial nephropathy in systemic lupus erythematosus,57,
4793,M3219,Other organ or system involvement in systemic lupus erythematosus,57,
4794,M328,Other forms of systemic lupus erythematosus,57,
4795,M329,"Systemic lupus erythematosus, unspecified",57,
4796,M3300,"Juvenile dermatomyositis, organ involvement unspecified",56,
4797,M3301,Juvenile dermatomyositis with respiratory involvement,56,162
4798,M3302,Juvenile dermatomyositis with myopathy,56,
4799,M3303,Juvenile dermatomyositis without myopathy,56,
4800,M3309,Juvenile dermatomyositis with other organ involvement,56,
4801,M3310,"Other dermatomyositis, organ involvement unspecified",56,
4802,M3311,Other dermatomyositis with respiratory involvement,56,162
4803,M3312,Other dermatomyositis with myopathy,56,
4804,M3313,Other dermatomyositis without myopathy,56,
4805,M3319,Other dermatomyositis with other organ involvement,56,
4806,M3320,"Polymyositis, organ involvement unspecified",56,
4807,M3321,Polymyositis with respiratory involvement,56,162
4808,M3322,Polymyositis with myopathy,56,
4809,M3329,Polymyositis with other organ involvement,56,
4810,M3390,"Dermatopolymyositis, unspecified, organ involvement unspecified",56,
4811,M3391,"Dermatopolymyositis, unspecified with respiratory involvement",56,162
4812,M3392,"Dermatopolymyositis, unspecified with myopathy",56,
4813,M3393,"Dermatopolymyositis, unspecified without myopathy",56,
4814,M3399,"Dermatopolymyositis, unspecified with other organ involvement",56,
4815,M340,Progressive systemic sclerosis,56,
4816,M341,CR(E)ST syndrome,56,
4817,M342,Systemic sclerosis induced by drug and chemical,56,
4818,M3481,Systemic sclerosis with lung involvement,56,162
4819,M3482,Systemic sclerosis with myopathy,56,
4820,M3483,Systemic sclerosis with polyneuropathy,56,115
4821,M3489,Other systemic sclerosis,56,
4822,M349,"Systemic sclerosis, unspecified",56,
4823,M3500,"Sicca syndrome, unspecified",57,
4824,M3501,Sicca syndrome with keratoconjunctivitis,57,
4825,M3502,Sicca syndrome with lung involvement,57,162
4826,M3503,Sicca syndrome with myopathy,57,
4827,M3504,Sicca syndrome with tubulo-interstitial nephropathy,57,
4828,M3509,Sicca syndrome with other organ involvement,57,
4829,M351,Other overlap syndromes,57,
4830,M352,Behcet's disease,56,
4831,M353,Polymyalgia rheumatica,57,
4832,M355,Multifocal fibrosclerosis,57,
4833,M358,Other specified systemic involvement of connective tissue,57,
4834,M359,"Systemic involvement of connective tissue, unspecified",57,
4835,M360,Dermato(poly)myositis in neoplastic disease,56,
4836,M368,Systemic disorders of connective tissue in other diseases classified elsewhere,57,
4837,M4200,"Juvenile osteochondrosis of spine, site unspecified",62,
4838,M4201,"Juvenile osteochondrosis of spine, occipito-atlanto-axial region",62,
4839,M4202,"Juvenile osteochondrosis of spine, cervical region",62,
4840,M4203,"Juvenile osteochondrosis of spine, cervicothoracic region",62,
4841,M4204,"Juvenile osteochondrosis of spine, thoracic region",62,
4842,M4205,"Juvenile osteochondrosis of spine, thoracolumbar region",62,
4843,M4206,"Juvenile osteochondrosis of spine, lumbar region",62,
4844,M4207,"Juvenile osteochondrosis of spine, lumbosacral region",62,
4845,M4208,"Juvenile osteochondrosis of spine, sacral and sacrococcygeal region",62,
4846,M4209,"Juvenile osteochondrosis of spine, multiple sites in spine",62,
4847,M450,Ankylosing spondylitis of multiple sites in spine,56,
4848,M451,Ankylosing spondylitis of occipito-atlanto-axial region,56,
4849,M452,Ankylosing spondylitis of cervical region,56,
4850,M453,Ankylosing spondylitis of cervicothoracic region,56,
4851,M454,Ankylosing spondylitis of thoracic region,56,
4852,M455,Ankylosing spondylitis of thoracolumbar region,56,
4853,M456,Ankylosing spondylitis lumbar region,56,
4854,M457,Ankylosing spondylitis of lumbosacral region,56,
4855,M458,Ankylosing spondylitis sacral and sacrococcygeal region,56,
4856,M459,Ankylosing spondylitis of unspecified sites in spine,56,
4857,M4620,"Osteomyelitis of vertebra, site unspecified",55,
4858,M4621,"Osteomyelitis of vertebra, occipito-atlanto-axial region",55,
4859,M4622,"Osteomyelitis of vertebra, cervical region",55,
4860,M4623,"Osteomyelitis of vertebra, cervicothoracic region",55,
4861,M4624,"Osteomyelitis of vertebra, thoracic region",55,
4862,M4625,"Osteomyelitis of vertebra, thoracolumbar region",55,
4863,M4626,"Osteomyelitis of vertebra, lumbar region",55,
4864,M4627,"Osteomyelitis of vertebra, lumbosacral region",55,
4865,M4628,"Osteomyelitis of vertebra, sacral and sacrococcygeal region",55,
4866,M4630,"Infection of intervertebral disc (pyogenic), site unspecified",55,
4867,M4631,"Infection of intervertebral disc (pyogenic), occipito-atlanto-axial region",55,
4868,M4632,"Infection of intervertebral disc (pyogenic), cervical region",55,
4869,M4633,"Infection of intervertebral disc (pyogenic), cervicothoracic region",55,
4870,M4634,"Infection of intervertebral disc (pyogenic), thoracic region",55,
4871,M4635,"Infection of intervertebral disc (pyogenic), thoracolumbar region",55,
4872,M4636,"Infection of intervertebral disc (pyogenic), lumbar region",55,
4873,M4637,"Infection of intervertebral disc (pyogenic), lumbosacral region",55,
4874,M4638,"Infection of intervertebral disc (pyogenic), sacral and sacrococcygeal region",55,
4875,M4639,"Infection of intervertebral disc (pyogenic), multiple sites in spine",55,
4876,M4850XA,"Collapsed vertebra, not elsewhere classified, site unspecified, initial encounter for fracture",226,
4877,M4851XA,"Collapsed vertebra, not elsewhere classified, occipito-atlanto-axial region, initial encounter for fracture",226,
4878,M4852XA,"Collapsed vertebra, not elsewhere classified, cervical region, initial encounter for fracture",226,
4879,M4853XA,"Collapsed vertebra, not elsewhere classified, cervicothoracic region, initial encounter for fracture",226,
4880,M4854XA,"Collapsed vertebra, not elsewhere classified, thoracic region, initial encounter for fracture",226,
4881,M4855XA,"Collapsed vertebra, not elsewhere classified, thoracolumbar region, initial encounter for fracture",226,
4882,M4856XA,"Collapsed vertebra, not elsewhere classified, lumbar region, initial encounter for fracture",226,
4883,M4857XA,"Collapsed vertebra, not elsewhere classified, lumbosacral region, initial encounter for fracture",226,
